ledger_id,chunk_report,relative_path,terminal_status,data_domains,general_function,needs_followup,evidence_notes
J05183,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcBloodPressureDao.java,documented_storage,"storage_db, sync_scheduler",Room DAO for blood_pressure table; device-synced BP data CRUD + server upload queries,No,"Schema: device_address, unix_time. Uses unix_time (long) not timestamp (int). Has queryUploadToServer for server sync."
J05184,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcBloodPressureDao_Impl.java,documented_storage,"storage_db, sync_scheduler",Room-generated implementation of QcBloodPressureDao,No,Auto-generated; confirms schema.
J05185,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcBloodSugarDao.java,documented_storage,storage_db,Room DAO for blood_sugar table; device-synced blood sugar data CRUD,No,"Schema: device_address, date_str. Minimal DAO — only two custom queries."
J05186,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcBloodSugarDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcBloodSugarDao,No,Auto-generated; confirms schema.
J05187,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcContactsDao.java,documented_storage,storage_db,Room DAO for contact_entity table; contacts sync CRUD,No,Schema: mac. Simple query-all by mac.
J05188,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcContactsDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcContactsDao,No,Auto-generated; confirms schema.
J05189,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcCustomerPraiseDao.java,documented_storage,storage_db,Room DAO for customer_praise_entity table; customer praise/feedback CRUD,No,"Schema: device_address, create_time. Uses coroutine return pattern."
J05190,java_chunks/ch0011_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcCustomerPraiseDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcCustomerPraiseDao,No,Auto-generated; confirms schema.
J05191,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcCustomFaceDao.java,documented_storage,storage_db,DAO for custom watch face images; queries by hd_version and address,no,"Table custom_face; PK (hd_version, type, address); stores image URLs for custom watch faces"
J05192,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcCustomFaceDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcCustomFaceDao,no,Auto-generated; 254 lines; confirms table custom_face schema
J05193,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcDatabase.java,documented_app_orchestration,"hr, hrv_regular, sleep, spo2, steps_sport, storage_db, sync_scheduler, temperature","**Central Room database definition** — registers all 47 entities and 35+ DAOs; DB name ""qc_database.db"", version 55",no,**KEY FILE**: @Database annotation lists all 47 entities; abstract methods expose every DAO; singleton pattern via Companion.getDatabase(); fallbackToDestructiveMigration
J05194,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcDatabase_Impl.java,documented_storage,"hr, hrv_regular, sleep, spo2, steps_sport, storage_db, sync_scheduler, temperature","Room-generated implementation — contains CREATE TABLE SQL for all 47 tables, clearAllTables(), invalidation tracker",no,**CRITICAL**: Contains full DDL for every table in qc_database.db; 1827 lines; 47 tables enumerated
J05195,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcDeviceDao.java,documented_storage,storage_db,DAO for paired device records; CRUD + image URL/time updates,no,"Table device_entity; PK (device_address); fields: device_name, fm_version, img_local_url, img_url, device_type, update_time; uses coroutine return pattern"
J05196,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcDeviceDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcDeviceDao,no,Auto-generated; 353 lines; confirms device_entity schema
J05197,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcDeviceSettingDao.java,documented_storage,storage_db,DAO for per-device settings; key-value by mac+action,no,"Table device_setting; PK (mac, setting_action); content field is TEXT blob; action-based key-value store for device preferences"
J05198,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcDeviceSettingDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcDeviceSettingDao,no,Auto-generated; 239 lines
J05199,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcEbookDao.java,excluded_low_signal,storage_db,DAO for ebook entities; simple query all / delete by name,no,"Table ebook_entity; no health data; just book_name, first_name, file_path"
J05200,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcEbookDao_Impl.java,excluded_low_signal,storage_db,Room-generated implementation of QcEbookDao,no,Auto-generated; no health relevance
J05201,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcEcgDao.java,documented_storage,"hr, storage_db, sync_scheduler","DAO for ECG records; query by device, type, unix_time; delete by device+time",no,"Table qc_ecg_entity; PK (device_address, date_str); fields: type, data_list (JSON), avg_heart, unix_time, sync, last_sync_time"
J05202,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcEcgDao_Impl.java,documented_storage,"hr, storage_db, sync_scheduler",Room-generated implementation of QcEcgDao,no,Auto-generated; 362 lines; confirms qc_ecg_entity schema
J05203,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcFeedbackDao.java,excluded_low_signal,storage_db,DAO for feedback; simple query all,no,Table feedback; no health data
J05204,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcFeedbackDao_Impl.java,excluded_low_signal,storage_db,Room-generated implementation of QcFeedbackDao,no,Auto-generated; no health relevance
J05205,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcGpsDetailDao.java,documented_storage,storage_db,"DAO for GPS track records; query by start_time, date",no,"Table gps_detail; PK (start_time); fields: duration, distance, calorie, locations (JSON), date_str, gps_type"
J05206,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcGpsDetailDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcGpsDetailDao,no,Auto-generated; confirms gps_detail schema
J05207,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcHealthyDao.java,excluded_low_signal,storage_db,"**Empty DAO interface** — no methods, no entity bound",no,Placeholder/stub; 11 lines; no actual functionality
J05208,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcHeartRateDetailDao.java,documented_storage,"hr, storage_db, sync_scheduler","DAO for continuous HR data; date-range queries, sync status, upload tracking",no,"Table heart_rate_detail; PK (device_address, date_str); fields: interval, index_str, value (JSON), unix_time, sync, last_sync_time, isUploadServer, upload_server_unit_time"
J05209,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcHeartRateDetailDao_Impl.java,documented_storage,"hr, storage_db, sync_scheduler",Room-generated implementation of QcHeartRateDetailDao,no,Auto-generated; 404 lines; confirms heart_rate_detail schema
J05210,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcHrvDetailDao.java,documented_storage,"hrv_regular, storage_db, sync_scheduler","DAO for HRV detail data; unix_time range queries, sync tracking",no,"Table hrv_detail; PK (device_address, date_str); fields: interval, index_str, value (JSON), unix_time, sync, last_sync_time; note: method named ""queryPressureByDate"" is actually HRV — naming artifact"
J05211,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcHrvDetailDao_Impl.java,documented_storage,"hrv_regular, storage_db, sync_scheduler",Room-generated implementation of QcHrvDetailDao,no,Auto-generated; 361 lines; confirms hrv_detail schema
J05212,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcManualHeartDao.java,documented_storage,"hr, storage_db","DAO for manually-triggered HR measurements; mac-based queries, upload tracking",no,"Table manual_heart_entity; PK (mac, date_str); fields: content (JSON), isUploadServer, upload_server_unit_time; distinct from continuous HR — this is spot-check data"
J05213,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcManualHeartDao_Impl.java,documented_storage,"hr, storage_db",Room-generated implementation of QcManualHeartDao,no,Auto-generated; 339 lines; confirms manual_heart_entity schema
J05214,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMenstruationDao.java,excluded_low_signal,storage_db,DAO for menstruation tracking; year/month queries,no,Table menstruation; no direct health-sensor data; user-entered cycle data
J05215,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMenstruationDao_Impl.java,excluded_low_signal,storage_db,Room-generated implementation of QcMenstruationDao,no,Auto-generated; no direct health-sensor relevance
J05216,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMessagePushDao.java,excluded_low_signal,storage_db,DAO for notification push settings; package_name based,no,Table message_push; no health data; notification preferences
J05217,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMessagePushDao_Impl.java,excluded_low_signal,storage_db,Room-generated implementation of QcMessagePushDao,no,Auto-generated; no health relevance
J05218,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMusicManagerDao.java,excluded_low_signal,storage_db,DAO for music-to-device file management; playlist/song-menu queries,no,Table music_to_device; no health data; music file management
J05219,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMusicManagerDao_Impl.java,excluded_low_signal,storage_db,Room-generated implementation of QcMusicManagerDao,no,Auto-generated; 474 lines; no health relevance
J05220,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMusicMenuDao.java,excluded_low_signal,storage_db,DAO for song menu/playlists on device,no,Table song_menu; no health data
J05221,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMusicMenuDao_Impl.java,excluded_low_signal,storage_db,Room-generated implementation of QcMusicMenuDao,no,Auto-generated; no health relevance
J05222,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMuslimDetailDao.java,documented_storage,"storage_db, sync_scheduler",DAO for Muslim prayer detail (prayer count tracking per time-slot); sync-aware,no,"Table muslim_detail; PK (device_address, date_str); fields: interval, index_str, counts (CSV), unix_time, sync, last_sync_time; ""pressure"" naming is artifact — this is prayer count data"
J05223,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMuslimDetailDao_Impl.java,documented_storage,"storage_db, sync_scheduler",Room-generated implementation of QcMuslimDetailDao,no,Auto-generated; 426 lines; confirms muslim_detail schema
J05224,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMuslimTotalDao.java,documented_storage,storage_db,DAO for Muslim prayer totals per day,no,"Table muslim_total; PK (device_address, date_str); fields: count, unix_time; ""pressure"" and ""step"" naming are artifacts"
J05225,java_chunks/ch0012_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/dao/QcMuslimTotalDao_Impl.java,documented_storage,storage_db,Room-generated implementation of QcMuslimTotalDao,no,Auto-generated; 316 lines; confirms muslim_total schema
J05359,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/SleepDetail.java,documented_storage,"sleep, sync_scheduler","Room entity for per-night sleep detail; PK (device_address, date_str)",no,"Table sleep_detail; interval field misspelled as ""intervar""; quality is JSON string; index_str is sleep-stage index array"
J05360,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/SleepLunchProtocol.java,documented_storage,"sleep, storage_db, sync_scheduler","Room entity for lunch-nap sleep protocol; PK (device_address, date_str); has upload tracking",no,Table sleep_lunch_protocol; lunchSt/lunchEt = lunch nap start/end; dataEquals() compares only data fields; updateFromDatabase() syncs upload status from existing DB row
J05361,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/SleepNewProtocol.java,documented_storage,"sleep, storage_db, sync_scheduler","Room entity for new sleep protocol; PK (device_address, date_str); has upload tracking",no,Table sleep_new_protocol; st/et = sleep start/end; mirrors SleepLunchProtocol but without lunch-specific fields; updateFromDatabase() pattern identical to SleepLunchProtocol
J05362,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/SleepTotalHistory.java,documented_spO2_cross_domain,"hr, hrv_regular, sleep, spo2","Room entity for daily sleep summary; PK (device_address, date_str); **includes avgBloodOxygen**",no,Table sleep_total; **KEY SpO2 CROSS-DOMAIN**: avgBloodOxygen stored alongside avgHeart and avgHrv in sleep summary — sleep session provides averaged SpO2 reading; rapidSleep = REM sleep
J05364,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/SportPlusDetail.java,documented_storage,"steps_sport, sync_scheduler","Room entity for sport/exercise session records; PK (device_address, start_time, sport_type)",no,Table sport_plus_detail; rateValue is JSON string of HR samples during exercise; avgRate is average HR; sportType is int enum
J05365,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/StepDetail.java,documented_storage,sync_scheduler,"Room entity for per-day step detail; PK (device_address, date_str)",no,Table step_detail; counts/miles/calories are JSON strings; intervar = interval in minutes; totalActiveTime = active minutes
J05366,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/StepTotal.java,documented_storage,storage_db,"Room entity for daily step totals; PK (device_address, date_str); has upload tracking",no,"Table step_total; ""carolie"" is misspelling of ""calorie""; dataEquals() compares step/distance/calore only; updateFromDatabase() syncs upload status"
J05367,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/SyncDataEntity.java,documented_sync,sync_scheduler,"Room entity for sync watermark tracking; PK (uid, data_action)",no,"Table sync_entity; action is a string key (e.g. ""blood_oxygen""); lastSyncTime is the server-side watermark for incremental sync; minimal entity (44 lines)"
J05368,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/TargetEntity.java,documented_storage,"bigdata, sleep, steps_sport",Room entity for user goals/targets; PK (device_address),no,"Table target_entity; defaults: 10000 steps, 200 cal, 5km, 1.5hr sport, 8hr sleep; sleepStart=1320 (22:00), sleepEnd=540 (09:00), sleepDuration=660 (11hr)"
J05369,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/entity/UserEntity.java,documented_storage,"sleep, steps_sport",Room entity for user profile; PK (uid),no,"Table user; title field is actually uid (JADX rename artifact); getAge() computed from birthday; default gender=1 (male), weight=60kg, height=175cm; goal fields duplicated from TargetEntity"
J05373,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodOxygenRepository$downBoFromServer$2.java,documented_spO2_sync,"spo2, sync_scheduler",**SuspendLambda** — Flow builder for SpO2 download from server; captures $uid and $lastSyncId,no,Inner class AnonymousClass1 emits NetState<List<Spo2DownResp>>; this is the flow producer that calls the server API; $2 = flow {} builder
J05374,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodOxygenRepository$downBoFromServer$3.java,documented_spO2_sync,spo2,**SuspendLambda** — onStart handler for SpO2 download flow; emits loading state,no,Emits NetState.loading() before the actual API call; $3 = onStart {} block
J05375,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodOxygenRepository$downBoFromServer$4.java,documented_spO2_sync,spo2,**SuspendLambda** — catch handler for SpO2 download flow; error recovery,no,Emits NetState with error code on failure; $4 = catch {} block
J05376,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodOxygenRepository$updateBloodOxygenDetailToServer$2.java,documented_spO2_sync,spo2,**SuspendLambda** — Flow builder for SpO2 upload to server; reads un-uploaded records from DAO,no,"Inner class reads DAO for un-uploaded records, maps to upload request; $2 = flow {} builder"
J05377,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodOxygenRepository$updateBloodOxygenDetailToServer$3.java,documented_spO2_sync,spo2,**SuspendLambda** — onStart handler for SpO2 upload flow,no,Emits loading state; $3 = onStart {} block
J05378,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodOxygenRepository$updateBloodOxygenDetailToServer$4.java,documented_spO2_sync,spo2,**SuspendLambda** — catch handler for SpO2 upload flow,no,Error recovery; $4 = catch {} block
J05379,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodOxygenRepository.java,**documented_spO2_core**,"bigdata, spo2, storage_db, sync_scheduler","**PRIMARY SpO2 REPOSITORY** — singleton; manages continuous + manual SpO2 data; BLE sync, server upload/download, chart queries",no,"**CRITICAL FILE**: 510 lines; two DAOs (continuous + manual); syncAutoBloodOxygen uses LargeDataHandler.syncBloodOxygen(offset, callback); BLE packet: cmd=42, 49-byte records, day_offset at byte[0], even bytes=maxArray, odd bytes=minArray; BloodOxygenEntity constructor: (deviceAddress, dateStr, maxArray_json, minArray_json, zeroTime, isFromServer, unixTime, sync, uploadCount, 384, null) — 384 is likely a constant/version code"
J05380,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodPressureRepository$downBpFromServer$2.java,documented_sync,sync_scheduler,SuspendLambda — Flow builder for BP download from server; captures $uid and $lastSyncId,no,Mirror of SpO2 download pattern but for blood pressure; $2 = flow {} builder
J05383,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodPressureRepository$syncAutoBp$1$1.java,documented_ble,"ble_connection, storage_db, sync_scheduler",SuspendLambda — Coroutine for auto BP sync from BLE device; processes BpDataRsp,no,Processes BpDataRsp from BLE; uses CalcBloodPressureByHeart for BP estimation; GattError imported for error handling; stores BloodPressureEntity via DAO
J05387,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodPressureRepository.java,documented_ble,"storage_db, sync_scheduler, uart_small_data","**BP Repository** — singleton; manages continuous + manual BP data; BLE command-based sync (UART), server sync",no,"421 lines; BP uses UART small-data commands (not LargeDataHandler like SpO2); command-based protocol with BpReadConformReq, ReadPressureReq, SimpleKeyReq; three distinct BLE command IDs"
J05388,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/BloodSugarRepository.java,documented_storage,"bigdata, storage_db, sync_scheduler",**Blood Sugar Repository** — singleton; manages continuous + app-manual + continuous-app sugar data; three DAOs,no,"418 lines; **three measurement modes**: (1) continuous/device-auto via LargeDataHandler, (2) app-manual spot-check, (3) app-continuous; mirrors SpO2 pattern but with additional app-initiated modes"
J05389,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/EcgRepository.java,documented_storage,storage_db,**ECG Repository** — singleton; simple CRUD for ECG records,no,"79 lines; minimal repository — no BLE sync, no server upload; query-only + delete; type field distinguishes ECG measurement types"
J05390,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HealthyRepository$aiChatGPT$2.java,documented_ai,"bigdata, spo2",SuspendLambda — Flow builder for AI chat (GPT) integration; captures $uid and $messages,no,"AI health chat feature; streams token responses; 4 debug labels (94, 94, 96, 100 line numbers in HealthyRepository.kt); spo2 tag likely due to co-location"
J05393,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HealthyRepository$getFirmwareInfo$2.java,documented_storage,storage_db,"SuspendLambda — Flow builder for firmware info; queries DeviceSettingEntity by mac + ""com.qcwxkjvip.DFUInfo""",no,"Queries device_setting table with action=""com.qcwxkjvip.DFUInfo""; 36-line source"
J05395,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HealthyRepository$getFirmwareInfo$5.java,documented_storage,storage_db,"SuspendLambda — catch handler for firmware info flow; on error, inserts default DFUInformationBean",no,"On error: inserts DeviceSettingEntity(mac, ""com.qcwxkjvip.DFUInfo"", toJson(default DFUInformationBean)) then emits empty DFUInformationBean; fallback pattern"
J05396,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HealthyRepository$getLocalWatchFaceVersion$2.java,documented_storage,storage_db,"SuspendLambda — Flow builder for watch face version; queries DeviceSettingEntity by mac + ""com.qcwxkjvip.WatchFaceMarketVersion""",no,"Queries device_setting table with action=""com.qcwxkjvip.WatchFaceMarketVersion""; mirrors getFirmwareInfo$2 pattern"
J05398,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HealthyRepository$getLocalWatchFaceVersion$5.java,documented_storage,storage_db,"SuspendLambda — catch handler for watch face version flow; on error, inserts default with hwVersion + ""0""",no,"On error: inserts DeviceSettingEntity(mac, ""com.qcwxkjvip.WatchFaceMarketVersion"", toJson(WatchFaceVersionBean(hwVersion, ""0""))); fallback pattern identical to getFirmwareInfo$5"
J05402,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HealthyRepository.java,documented_app_orchestration,storage_db,"**Healthy Repository** — singleton; device settings, firmware info, watch face version, AI chat",no,352 lines; **not a health-data repository** despite name — manages device settings and AI chat; firmware/watchface use DeviceSettingEntity as key-value store with action strings as keys
J05403,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HeartRateDetailRepository$downHeartRateDetailFromServer$2.java,documented_sync,"hr, sync_scheduler",SuspendLambda — Flow builder for HR detail download from server; captures $uid and $lastSyncId,no,Mirror of SpO2 download pattern but for HR; $2 = flow {} builder
J05404,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HeartRateDetailRepository$downHeartRateDetailFromServer$3.java,documented_sync,hr,SuspendLambda — onStart handler for HR download flow,no,Emits loading state; $3 = onStart {} block
J05405,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HeartRateDetailRepository$downHeartRateDetailFromServer$4.java,documented_sync,hr,SuspendLambda — catch handler for HR download flow,no,Error recovery; $4 = catch {} block
J05406,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HeartRateDetailRepository$syncHistoryHeartDetail$2.java,documented_sync,"hr, storage_db, sync_scheduler","SuspendLambda — Flow builder for HR history sync; reads from QcHeartRateDetailDao, groups by date",no,"Reads unsynced HR data from DAO, groups by date into Map<String, Integer>; uses ConcurrentHashMap for thread safety; 420-line source ref"
J05407,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HeartRateDetailRepository$syncHistoryHeartDetail$3.java,documented_sync,"hr, sync_scheduler",SuspendLambda — onStart handler for HR history sync flow,no,Emits loading state; $3 = onStart {} block
J05408,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HeartRateDetailRepository$syncHistoryHeartDetailNew$2.java,documented_sync,"hr, storage_db, sync_scheduler","SuspendLambda — Flow builder for ""new"" HR history sync; reads from QcHeartRateDetailDao",no,"Variant of syncHistoryHeartDetail$2; ""New"" variant likely uses different grouping or date range logic; same DAO access pattern"
J05409,java_chunks/ch0015_app_orchestration_strong_hits.md,com/qcwireless/smart/ui/base/repository/healthy/HeartRateDetailRepository$syncHistoryHeartDetailNew$3.java,documented_sync,"hr, sync_scheduler","SuspendLambda — onStart handler for ""new"" HR history sync flow",no,Emits loading state; $3 = onStart {} block
J05410,java_chunks/ch0016_app_orchestration_strong_hits.md,…/HeartRateDetailRepository$updateHeartRateDetailToServer$2.java,reviewed,"hr, storage_db, sync_scheduler","SuspendLambda for updateHeartRateDetailToServer flow builder: queries un-uploaded HR details, emits loading NetState, marks synced, re-inserts",low,"Inner class $2$1 iterates notUpList, sets sync=true, re-inserts; $2$2 emits error NetState with errorCode. invokeSuspend body is decompile-skipped (259 instructions)."
J05411,java_chunks/ch0016_app_orchestration_strong_hits.md,…/HeartRateDetailRepository$updateHeartRateDetailToServer$3.java,reviewed,hr,"SuspendLambda for onStart of upload flow: emits NetState(loading=true, code=1) then NetState(error=true, code=-10002)",low,"Pure flow starter; emits loading then error state. Error code -10002 likely = ""no data to upload""."
J05412,java_chunks/ch0016_app_orchestration_strong_hits.md,…/HeartRateDetailRepository$updateHeartRateDetailToServer$4.java,reviewed,hr,"SuspendLambda for catch of upload flow: on exception, prints stack trace, emits NetState(error=true, code=-11111)",low,Generic error handler; -11111 = catch-all network error.
J05413,java_chunks/ch0016_app_orchestration_strong_hits.md,…/HeartRateDetailRepository.java,**deep-read**,"bigdata, ble_connection, hr, storage_db, sync_scheduler, uart_small_data","**Central HR repository singleton.** Manages interval HR (BigData), manual HR (BigData), today HR sync, history sync, server upload/download, calendar markers, app-manual HR","**high** — BigData protocol details, DeviceFunctionSupport flag logic, LargeDataHandler internals","**Key BLE flow:** syncTodayHeartRate checks DeviceFunctionSupport.supportRealTimeHr — if true, uses LargeDataHandler.syncIntervalHeartRateWithCallback(0, callback) (BigData protocol); if false, uses CommandHandle.executeReqCmd(ReadHeartRateReq, callback) (UART small data). **Lock:** syncHeartLock boolean with 5-second handler timeout. **History:** syncHistoryHeartDetail populates historyDate ConcurrentHashMap, iterates days sequentially. **New protocol:** syncHistoryHeartDetailNew uses LargeDataHandler.syncIntervalHeartRateWithCallback(daysBetween, callback). **Manual HR:** syncManualHeartRate(offset, listener) → LargeDataHandler.syncManualHeartRateList; offset=255 if yesterday missing, 0 otherwise. **Upload:** updateHeartRateDetailToServer → flow pipeline with catch. **Download:** downHeartRateDetailFromServer → flow pipeline parsing HeartRateResp list."
J05414,java_chunks/ch0016_app_orchestration_strong_hits.md,…/HRVRepository$syncHistoryHrvDetail$2.java,reviewed,"hrv_regular, storage_db, sync_scheduler","SuspendLambda for syncHistoryHrvDetail flow builder: populates historyDate with 6 days (i=1..6, day offset), queries queryDaysSyncDate to prune already-synced days, emits map",low,"Syncs 6 days of HRV history. Prunes days where lastSyncTime is today. Logs ""sync hrv date""."
J05415,java_chunks/ch0016_app_orchestration_strong_hits.md,…/HRVRepository$syncHistoryHrvDetail$3.java,reviewed,"hrv_regular, sync_scheduler","SuspendLambda for catch of HRV sync flow: on error, re-populates historyDate with 6 days (fallback), emits map",low,"Error recovery: rebuilds the 6-day map and re-emits, allowing retry."
